Quantify Compound Summary Report ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Printed Tue Aug 07 11:35:48 2018,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 1:  PFBA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Standard Concentration,RT,Area,IS Area,IS RT,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
19,JR_080218_72,100,,1,21.78,4741.825,,,4741.825,bb,0.9,-7.7,92.3,227.064
20,JR_080218_77,sblnk,,1,21.84,5520.436,,,5520.436,bb,1.1,7.5,107.5,0
21,JR_080218_78,20,Standard,1,21.79,5902.835,,,5902.835,bb,1.1,14.9,114.9,341.839
22,JR_080218_79,20,Standard,1,21.81,4850.332,,,4850.332,bb,0.9,-5.6,94.4,17308.686
23,JR_080218_80,50,Standard,1,21.82,4513.178,,,4513.178,bb,0.9,-12.2,87.8,2122.31
24,JR_080218_81,100,Standard,1,21.82,4808.189,,,4808.189,bb,0.9,-6.4,93.6,0
,,,,,,,,,,,,,,
Compound 83:  M-FHEA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,,,,,,,,,,
2,JR_080218_07,50,Standard,1,,,,,,,,,,
3,JR_080218_08,100,Standard,1,,,,,,,,,,
4,JR_080218_09,250,Standard,1,,,,,,,,,,
5,JR_080218_10,500,Standard,1,,,,,,,,,,
6,JR_080218_11,be,Recovery,1,12.12,23.631,,,23.631,bb,,,,10.906
7,JR_080218_12,2000,Standard,1,11.97,323.934,,,323.934,bb,,,,48.635
8,JR_080218_13,10000,Standard,1,,,,,,,,,,
9,JR_080218_62,NG pblnk,,1,,,,,,,,,,
10,JR_080218_63,NG tris n=1,,1,,,,,,,,,,
11,JR_080218_64,NG tris n=2,,1,,,,,,,,,,
12,JR_080218_65,NG tris n=3,,1,,,,,,,,,,
13,JR_080218_66,NG tris n=4,,1,,,,,,,,,,
14,JR_080218_67,NG EDTA,,1,,,,,,,,,,
15,JR_080218_68,NG PBS,,1,,,,,,,,,,
16,JR_080218_69,NG ???,,1,,,,,,,,,,
17,JR_080218_70,sblnk,,1,,,,,,,,,,
18,JR_080218_71,50,,1,,,,,,,,,,
19,JR_080218_72,100,,1,,,,,,,,,,
20,JR_080218_77,sblnk,,1,,,,,,,,,,
21,JR_080218_78,20,Standard,1,,,,,,,,,,
22,JR_080218_79,20,Standard,1,,,,,,,,,,
23,JR_080218_80,50,Standard,1,,,,,,,,,,
24,JR_080218_81,100,Standard,1,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 84:  M-FOSA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,,,,,,,,,,
2,JR_080218_07,50,Standard,1,,,,,,,,,,
3,JR_080218_08,100,Standard,1,,,,,,,,,,
4,JR_080218_09,250,Standard,1,,,,,,,,,,
5,JR_080218_10,500,Standard,1,,,,,,,,,,
6,JR_080218_11,be,Recovery,1,,,,,,,,,,
7,JR_080218_12,2000,Standard,1,,,,,,,,,,
8,JR_080218_13,10000,Standard,1,,,,,,,,,,
9,JR_080218_62,NG pblnk,,1,,,,,,,,,,
10,JR_080218_63,NG tris n=1,,1,,,,,,,,,,
11,JR_080218_64,NG tris n=2,,1,,,,,,,,,,
12,JR_080218_65,NG tris n=3,,1,,,,,,,,,,
13,JR_080218_66,NG tris n=4,,1,,,,,,,,,,
14,JR_080218_67,NG EDTA,,1,,,,,,,,,,
15,JR_080218_68,NG PBS,,1,,,,,,,,,,
16,JR_080218_69,NG ???,,1,,,,,,,,,,
17,JR_080218_70,sblnk,,1,,,,,,,,,,
18,JR_080218_71,50,,1,,,,,,,,,,
19,JR_080218_72,100,,1,,,,,,,,,,
20,JR_080218_77,sblnk,,1,,,,,,,,,,
21,JR_080218_78,20,Standard,1,,,,,,,,,,
22,JR_080218_79,20,Standard,1,,,,,,,,,,
23,JR_080218_80,50,Standard,1,,,,,,,,,,
24,JR_080218_81,100,Standard,1,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 85:  M-FOEA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,16.48,163.509,,,163.509,bb,0.7,-27.6,72.4,6.87
2,JR_080218_07,50,Standard,1,16.46,234.261,,,234.261,bb,1,3.7,103.7,53.771
3,JR_080218_08,100,Standard,1,16.46,254.889,,,254.889,bb,1.1,12.8,112.8,65.787
4,JR_080218_09,250,Standard,1,16.4,235.152,,,235.152,bb,1,4.1,104.1,446.273
5,JR_080218_10,500,Standard,1,,,,,,,,,,
6,JR_080218_11,be,Recovery,1,,,,,,,,,,
7,JR_080218_12,2000,Standard,1,16.48,209.596,,,209.596,bb,0.9,-7.2,92.8,61.099
8,JR_080218_13,10000,Standard,1,16.4,159.109,,,159.109,bb,0.7,-29.6,70.4,6.321
9,JR_080218_62,NG pblnk,,1,16.4,76.039,,,76.039,bb,0.3,-66.3,33.7,4.112
10,JR_080218_63,NG tris n=1,,1,16.48,18.664,,,18.664,bb,0.1,-91.7,8.3,4.42
11,JR_080218_64,NG tris n=2,,1,16.34,31.532,,,31.532,bb,0.1,-86,14,9.61
12,JR_080218_65,NG tris n=3,,1,,,,,,,,,,
13,JR_080218_66,NG tris n=4,,1,,,,,,,,,,
14,JR_080218_67,NG EDTA,,1,16.34,48.302,,,48.302,bb,0.2,-78.6,21.4,14.87
15,JR_080218_68,NG PBS,,1,16.34,43.35,,,43.35,bb,0.2,-80.8,19.2,14.863
16,JR_080218_69,NG ???,,1,16.34,40.976,,,40.976,bb,0.2,-81.9,18.1,0
17,JR_080218_70,sblnk,,1,16.1,297.146,,,297.146,bb,1.3,31.5,131.5,401.541
18,JR_080218_71,50,,1,16.26,438.344,,,438.344,bb,1.9,94,194,117.083
19,JR_080218_72,100,,1,16.34,239.164,,,239.164,bb,1.1,5.8,105.8,70.798
20,JR_080218_77,sblnk,,1,16.29,167.964,,,167.964,bb,0.7,-25.7,74.3,10.258
21,JR_080218_78,20,Standard,1,16.29,249.521,,,249.521,bb,1.1,10.4,110.4,110.778
22,JR_080218_79,20,Standard,1,16.32,232.031,,,232.031,bb,1,2.7,102.7,94.097
23,JR_080218_80,50,Standard,1,16.37,276.793,,,276.793,bb,1.2,22.5,122.5,43.766
24,JR_080218_81,100,Standard,1,16.57,244.601,,,244.601,bb,1.1,8.3,108.3,31.758
,,,,,,,,,,,,,,
Compound 86:  M-FDEA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,,,,,,,,,,
2,JR_080218_07,50,Standard,1,,,,,,,,,,
3,JR_080218_08,100,Standard,1,,,,,,,,,,
4,JR_080218_09,250,Standard,1,,,,,,,,,,
5,JR_080218_10,500,Standard,1,,,,,,,,,,
6,JR_080218_11,be,Recovery,1,,,,,,,,,,
7,JR_080218_12,2000,Standard,1,,,,,,,,,,
8,JR_080218_13,10000,Standard,1,,,,,,,,,,
9,JR_080218_62,NG pblnk,,1,,,,,,,,,,
10,JR_080218_63,NG tris n=1,,1,,,,,,,,,,
11,JR_080218_64,NG tris n=2,,1,,,,,,,,,,
12,JR_080218_65,NG tris n=3,,1,,,,,,,,,,
13,JR_080218_66,NG tris n=4,,1,,,,,,,,,,
14,JR_080218_67,NG EDTA,,1,,,,,,,,,,
15,JR_080218_68,NG PBS,,1,,,,,,,,,,
16,JR_080218_69,NG ???,,1,,,,,,,,,,
17,JR_080218_70,sblnk,,1,20.59,207.476,,,207.476,bb,,,,68.939
18,JR_080218_71,50,,1,,,,,,,,,,
19,JR_080218_72,100,,1,,,,,,,,,,
20,JR_080218_77,sblnk,,1,,,,,,,,,,
21,JR_080218_78,20,Standard,1,,,,,,,,,,
22,JR_080218_79,20,Standard,1,,,,,,,,,,
23,JR_080218_80,50,Standard,1,,,,,,,,,,
24,JR_080218_81,100,Standard,1,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 87:  M-FHUEA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,,,,,,,,,,
2,JR_080218_07,50,Standard,1,,,,,,,,,,
3,JR_080218_08,100,Standard,1,11.83,6299.195,,,6299.195,bb,1.1,9.5,109.5,277.546
4,JR_080218_09,250,Standard,1,,,,,,,,,,
5,JR_080218_10,500,Standard,1,11.85,5710.379,,,5710.379,bb,1,-0.7,99.3,124.971
6,JR_080218_11,be,Recovery,1,11.95,1918.761,,,1918.761,bb,0.3,-66.6,33.4,915.099
7,JR_080218_12,2000,Standard,1,11.85,5648.463,,,5648.463,bb,1,-1.8,98.2,578.321
8,JR_080218_13,10000,Standard,1,11.83,5353.251,,,5353.251,bb,0.9,-6.9,93.1,2932.845
9,JR_080218_62,NG pblnk,,1,,,,,,,,,,
10,JR_080218_63,NG tris n=1,,1,,,,,,,,,,
11,JR_080218_64,NG tris n=2,,1,,,,,,,,,,
12,JR_080218_65,NG tris n=3,,1,11.9,464.514,,,464.514,bb,0.1,-91.9,8.1,313.367
13,JR_080218_66,NG tris n=4,,1,11.83,287.242,,,287.242,bb,0,-95,5,97.419
14,JR_080218_67,NG EDTA,,1,,,,,,,,,,
15,JR_080218_68,NG PBS,,1,,,,,,,,,,
16,JR_080218_69,NG ???,,1,,,,,,,,,,
17,JR_080218_70,sblnk,,1,,,,,,,,,,
18,JR_080218_71,50,,1,,,,,,,,,,
19,JR_080218_72,100,,1,,,,,,,,,,
20,JR_080218_77,sblnk,,1,,,,,,,,,,
21,JR_080218_78,20,Standard,1,,,,,,,,,,
22,JR_080218_79,20,Standard,1,,,,,,,,,,
23,JR_080218_80,50,Standard,1,,,,,,,,,,
24,JR_080218_81,100,Standard,1,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 88:  M-PFBS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,7.91,6067.013,,,6067.013,bb,1,3,103,3651.395
2,JR_080218_07,50,Standard,1,7.92,6836.143,,,6836.143,bb,1.2,16.1,116.1,2563.272
3,JR_080218_08,100,Standard,1,7.96,6867.104,,,6867.104,bb,1.2,16.6,116.6,3826.005
4,JR_080218_09,250,Standard,1,7.94,6198.279,,,6198.279,bb,1.1,5.3,105.3,1521.668
5,JR_080218_10,500,Standard,1,7.97,5542.479,,,5542.479,bb,0.9,-5.9,94.1,0
6,JR_080218_11,be,Recovery,1,8.33,6438.806,,,6438.806,bb,1.1,9.4,109.4,5831.912
7,JR_080218_12,2000,Standard,1,8.01,5339.574,,,5339.574,bb,0.9,-9.3,90.7,2651.655
8,JR_080218_13,10000,Standard,1,8.01,4363.829,,,4363.829,bb,0.7,-25.9,74.1,4731.325
9,JR_080218_62,NG pblnk,,1,8.06,3132.14,,,3132.14,bb,0.5,-46.8,53.2,1678.579
10,JR_080218_63,NG tris n=1,,1,8.02,2487.342,,,2487.342,bb,0.4,-57.8,42.2,29.951
11,JR_080218_64,NG tris n=2,,1,8.04,2515.56,,,2515.56,bb,0.4,-57.3,42.7,1108.028
12,JR_080218_65,NG tris n=3,,1,8.12,598.047,,,598.047,bb,0.1,-89.8,10.2,499.109
13,JR_080218_66,NG tris n=4,,1,9.64,12.164,,,12.164,bb,0,-99.8,0.2,6.172
14,JR_080218_67,NG EDTA,,1,8.04,2381.444,,,2381.444,bb,0.4,-59.6,40.4,654.95
15,JR_080218_68,NG PBS,,1,8.02,2308.757,,,2308.757,bb,0.4,-60.8,39.2,731.679
16,JR_080218_69,NG ???,,1,8.06,2653.395,,,2653.395,bb,0.5,-54.9,45.1,266.909
17,JR_080218_70,sblnk,,1,,,,,,,,,,
18,JR_080218_71,50,,1,,,,,,,,,,
19,JR_080218_72,100,,1,,,,,,,,,,
20,JR_080218_77,sblnk,,1,,,,,,,,,,
21,JR_080218_78,20,Standard,1,,,,,,,,,,
22,JR_080218_79,20,Standard,1,,,,,,,,,,
23,JR_080218_80,50,Standard,1,,,,,,,,,,
24,JR_080218_81,100,Standard,1,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 89:  M-PFHxS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,,,,,,,,,,
2,JR_080218_07,50,Standard,1,,,,,,,,,,
3,JR_080218_08,100,Standard,1,,,,,,,,,,
4,JR_080218_09,250,Standard,1,,,,,,,,,,
5,JR_080218_10,500,Standard,1,,,,,,,,,,
6,JR_080218_11,be,Recovery,1,11.39,3518.348,,,3518.348,bb,,,,1004.89
7,JR_080218_12,2000,Standard,1,,,,,,,,,,
8,JR_080218_13,10000,Standard,1,,,,,,,,,,
9,JR_080218_62,NG pblnk,,1,,,,,,,,,,
10,JR_080218_63,NG tris n=1,,1,,,,,,,,,,
11,JR_080218_64,NG tris n=2,,1,,,,,,,,,,
12,JR_080218_65,NG tris n=3,,1,11.37,228.514,,,228.514,bb,,,,113.159
13,JR_080218_66,NG tris n=4,,1,,,,,,,,,,
14,JR_080218_67,NG EDTA,,1,,,,,,,,,,
15,JR_080218_68,NG PBS,,1,,,,,,,,,,
16,JR_080218_69,NG ???,,1,,,,,,,,,,
17,JR_080218_70,sblnk,,1,,,,,,,,,,
18,JR_080218_71,50,,1,,,,,,,,,,
19,JR_080218_72,100,,1,,,,,,,,,,
20,JR_080218_77,sblnk,,1,,,,,,,,,,
21,JR_080218_78,20,Standard,1,,,,,,,,,,
22,JR_080218_79,20,Standard,1,,,,,,,,,,
23,JR_080218_80,50,Standard,1,,,,,,,,,,
24,JR_080218_81,100,Standard,1,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 90:  M-PFOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,15.45,2174.954,,,2174.954,bb,0.9,-6.1,93.9,0
2,JR_080218_07,50,Standard,1,15.45,2830.915,,,2830.915,bb,1.2,22.2,122.2,695.301
3,JR_080218_08,100,Standard,1,15.47,2778.807,,,2778.807,bb,1.2,19.9,119.9,1231.16
4,JR_080218_09,250,Standard,1,15.4,2565.135,,,2565.135,bb,1.1,10.7,110.7,9723.415
5,JR_080218_10,500,Standard,1,15.53,2411.707,,,2411.707,bb,1,4.1,104.1,275.341
6,JR_080218_11,be,Recovery,1,15.47,2968.547,,,2968.547,bb,1.3,28.1,128.1,0
7,JR_080218_12,2000,Standard,1,15.5,2259.007,,,2259.007,bb,1,-2.5,97.5,5516.161
8,JR_080218_13,10000,Standard,1,15.47,2179.346,,,2179.346,bb,0.9,-6,94,966.69
9,JR_080218_62,NG pblnk,,1,15.35,777.93,,,777.93,bb,0.3,-66.4,33.6,560.828
10,JR_080218_63,NG tris n=1,,1,15.42,486.109,,,486.109,bb,0.2,-79,21,110.905
11,JR_080218_64,NG tris n=2,,1,15.42,448.594,,,448.594,bb,0.2,-80.6,19.4,178.095
12,JR_080218_65,NG tris n=3,,1,15.78,73.379,,,73.379,bb,0,-96.8,3.2,59.071
13,JR_080218_66,NG tris n=4,,1,15.42,80.672,,,80.672,bb,0,-96.5,3.5,49.852
14,JR_080218_67,NG EDTA,,1,15.45,504.257,,,504.257,bb,0.2,-78.2,21.8,180.361
15,JR_080218_68,NG PBS,,1,15.32,512.027,,,512.027,bb,0.2,-77.9,22.1,151.439
16,JR_080218_69,NG ???,,1,15.4,618.225,,,618.225,bb,0.3,-73.3,26.7,0
17,JR_080218_70,sblnk,,1,15.02,2152.803,,,2152.803,bb,0.9,-7.1,92.9,252.785
18,JR_080218_71,50,,1,15.19,2587.791,,,2587.791,bb,1.1,11.7,111.7,0
19,JR_080218_72,100,,1,15.32,2021.99,,,2021.99,bb,0.9,-12.8,87.2,1862.697
20,JR_080218_77,sblnk,,1,15.35,2263.947,,,2263.947,bb,1,-2.3,97.7,2985.921
21,JR_080218_78,20,Standard,1,15.27,2067.325,,,2067.325,bb,0.9,-10.8,89.2,650.424
22,JR_080218_79,20,Standard,1,15.25,2026.879,,,2026.879,bb,0.9,-12.5,87.5,223.24
23,JR_080218_80,50,Standard,1,15.35,2246.787,,,2246.787,bb,1,-3.1,96.9,467.947
24,JR_080218_81,100,Standard,1,15.47,1951.328,,,1951.328,bb,0.8,-15.8,84.2,3.181
,,,,,,,,,,,,,,
Compound 91:  M-4:2 FtS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,9.14,522.486,,,522.486,bb,0.4,-56.6,43.4,129.729
2,JR_080218_07,50,Standard,1,9.12,699.192,,,699.192,bb,0.6,-41.9,58.1,262.699
3,JR_080218_08,100,Standard,1,9.17,1228.527,,,1228.527,bb,1,2.2,102.2,1266.604
4,JR_080218_09,250,Standard,1,9.12,1235.384,,,1235.384,bb,1,2.7,102.7,1003.5
5,JR_080218_10,500,Standard,1,9.17,932.061,,,932.061,bb,0.8,-22.5,77.5,0
6,JR_080218_11,be,Recovery,1,9.49,1978.833,,,1978.833,bb,1.6,64.6,164.6,663.572
7,JR_080218_12,2000,Standard,1,9.2,1663.047,,,1663.047,bb,1.4,38.3,138.3,609.54
8,JR_080218_13,10000,Standard,1,9.2,1205.95,,,1205.95,bb,1,0.3,100.3,460.242
9,JR_080218_62,NG pblnk,,1,9.2,2065.548,,,2065.548,bb,1.7,71.8,171.8,942.447
10,JR_080218_63,NG tris n=1,,1,9.2,1123.434,,,1123.434,bb,0.9,-6.6,93.4,312.512
11,JR_080218_64,NG tris n=2,,1,9.2,1439.203,,,1439.203,bb,1.2,19.7,119.7,662.386
12,JR_080218_65,NG tris n=3,,1,9.3,313.087,,,313.087,bb,0.3,-74,26,108.12
13,JR_080218_66,NG tris n=4,,1,9.23,90.643,,,90.643,bb,0.1,-92.5,7.5,27.82
14,JR_080218_67,NG EDTA,,1,9.17,1436.763,,,1436.763,bb,1.2,19.5,119.5,332.636
15,JR_080218_68,NG PBS,,1,9.17,1242.603,,,1242.603,bb,1,3.3,103.3,528.833
16,JR_080218_69,NG ???,,1,9.2,1465.566,,,1465.566,bb,1.2,21.9,121.9,82.705
17,JR_080218_70,sblnk,,1,,,,,,,,,,
18,JR_080218_71,50,,1,,,,,,,,,,
19,JR_080218_72,100,,1,8.89,2249.761,,,2249.761,bb,1.9,87.1,187.1,1296.581
20,JR_080218_77,sblnk,,1,8.89,1645.186,,,1645.186,bb,1.4,36.8,136.8,339.895
21,JR_080218_78,20,Standard,1,,,,,,,,,,
22,JR_080218_79,20,Standard,1,,,,,,,,,,
23,JR_080218_80,50,Standard,1,8.89,2133.777,,,2133.777,bb,1.8,77.4,177.4,788.58
24,JR_080218_81,100,Standard,1,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 92:  M-6:2 FtS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,13.25,1671.566,,,1671.566,bb,0.8,-18.8,81.2,690.917
2,JR_080218_07,50,Standard,1,13.23,2456.11,,,2456.11,bb,1.2,19.3,119.3,1795.149
3,JR_080218_08,100,Standard,1,13.25,2097.82,,,2097.82,bb,1,1.9,101.9,696.95
4,JR_080218_09,250,Standard,1,,,,,,,,,,
5,JR_080218_10,500,Standard,1,13.28,1902.537,,,1902.537,bb,0.9,-7.6,92.4,0
6,JR_080218_11,be,Recovery,1,13.33,2068.904,,,2068.904,bb,1,0.5,100.5,505.656
7,JR_080218_12,2000,Standard,1,13.28,1944.694,,,1944.694,bb,0.9,-5.5,94.5,257.351
8,JR_080218_13,10000,Standard,1,13.23,2277.103,,,2277.103,bb,1.1,10.6,110.6,1522.612
9,JR_080218_62,NG pblnk,,1,,,,,,,,,,
10,JR_080218_63,NG tris n=1,,1,13.2,833.103,,,833.103,bb,0.4,-59.5,40.5,69.819
11,JR_080218_64,NG tris n=2,,1,13.2,828.511,,,828.511,bb,0.4,-59.7,40.3,297.091
12,JR_080218_65,NG tris n=3,,1,13.38,284.905,,,284.905,bb,0.1,-86.2,13.8,17.373
13,JR_080218_66,NG tris n=4,,1,13.23,109.782,,,109.782,bb,0.1,-94.7,5.3,27.812
14,JR_080218_67,NG EDTA,,1,13.23,773.778,,,773.778,bb,0.4,-62.4,37.6,40.455
15,JR_080218_68,NG PBS,,1,,,,,,,,,,
16,JR_080218_69,NG ???,,1,13.2,1154.427,,,1154.427,bb,0.6,-43.9,56.1,195.099
17,JR_080218_70,sblnk,,1,,,,,,,,,,
18,JR_080218_71,50,,1,,,,,,,,,,
19,JR_080218_72,100,,1,,,,,,,,,,
20,JR_080218_77,sblnk,,1,,,,,,,,,,
21,JR_080218_78,20,Standard,1,,,,,,,,,,
22,JR_080218_79,20,Standard,1,,,,,,,,,,
23,JR_080218_80,50,Standard,1,,,,,,,,,,
24,JR_080218_81,100,Standard,1,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 93:  d3_MeFOSAA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,,,,,,,,,,
2,JR_080218_07,50,Standard,1,,,,,,,,,,
3,JR_080218_08,100,Standard,1,,,,,,,,,,
4,JR_080218_09,250,Standard,1,,,,,,,,,,
5,JR_080218_10,500,Standard,1,,,,,,,,,,
6,JR_080218_11,be,Recovery,1,,,,,,,,,,
7,JR_080218_12,2000,Standard,1,,,,,,,,,,
8,JR_080218_13,10000,Standard,1,,,,,,,,,,
9,JR_080218_62,NG pblnk,,1,,,,,,,,,,
10,JR_080218_63,NG tris n=1,,1,,,,,,,,,,
11,JR_080218_64,NG tris n=2,,1,,,,,,,,,,
12,JR_080218_65,NG tris n=3,,1,,,,,,,,,,
13,JR_080218_66,NG tris n=4,,1,,,,,,,,,,
14,JR_080218_67,NG EDTA,,1,,,,,,,,,,
15,JR_080218_68,NG PBS,,1,,,,,,,,,,
16,JR_080218_69,NG ???,,1,,,,,,,,,,
17,JR_080218_70,sblnk,,1,18.59,2577.487,,,2577.487,bb,1,-3,97,0
18,JR_080218_71,50,,1,18.77,2873.041,,,2873.041,bb,1.1,8.1,108.1,58.757
19,JR_080218_72,100,,1,18.8,2582.865,,,2582.865,bb,1,-2.8,97.2,70.814
20,JR_080218_77,sblnk,,1,,,,,,,,,,
21,JR_080218_78,20,Standard,1,18.77,2882.344,,,2882.344,bb,1.1,8.5,108.5,112.847
22,JR_080218_79,20,Standard,1,18.8,2432.465,,,2432.465,bb,0.9,-8.5,91.5,458.556
23,JR_080218_80,50,Standard,1,,,,,,,,,,
24,JR_080218_81,100,Standard,1,,,,,,,,,,
,,,,,,,,,,,,,,
Compound 94:  d5_EtFOSAA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,19.99,1970.215,,,1970.215,bb,0.8,-17.9,82.1,0
2,JR_080218_07,50,Standard,1,19.99,2530.878,,,2530.878,bb,1.1,5.5,105.5,98.809
3,JR_080218_08,100,Standard,1,19.99,2267.45,,,2267.45,bb,0.9,-5.5,94.5,1176.123
4,JR_080218_09,250,Standard,1,19.95,2411.099,,,2411.099,bb,1,0.5,100.5,0
5,JR_080218_10,500,Standard,1,20.15,2506.355,,,2506.355,bb,1,4.5,104.5,108.132
6,JR_080218_11,be,Recovery,1,20.03,23.242,,,23.242,bb,0,-99,1,0
7,JR_080218_12,2000,Standard,1,20.03,2001.425,,,2001.425,bb,0.8,-16.6,83.4,24444.45
8,JR_080218_13,10000,Standard,1,20.03,1850.219,,,1850.219,bb,0.8,-22.9,77.1,350.199
9,JR_080218_62,NG pblnk,,1,20.03,699.518,,,699.518,bb,0.3,-70.8,29.2,64.837
10,JR_080218_63,NG tris n=1,,1,19.95,344.519,,,344.519,bb,0.1,-85.6,14.4,14.738
11,JR_080218_64,NG tris n=2,,1,19.99,630.58,,,630.58,bb,0.3,-73.7,26.3,111.334
12,JR_080218_65,NG tris n=3,,1,20.15,161.263,,,161.263,bb,0.1,-93.3,6.7,116.725
13,JR_080218_66,NG tris n=4,,1,19.91,118.907,,,118.907,bb,0,-95,5,19.057
14,JR_080218_67,NG EDTA,,1,20.11,347.543,,,347.543,bb,0.1,-85.5,14.5,0
15,JR_080218_68,NG PBS,,1,19.91,401.935,,,401.935,bb,0.2,-83.2,16.8,69.726
16,JR_080218_69,NG ???,,1,19.89,686.93,,,686.93,bb,0.3,-71.4,28.6,0
17,JR_080218_70,sblnk,,1,19.7,2777.913,,,2777.913,bb,1.2,15.8,115.8,166.434
18,JR_080218_71,50,,1,19.83,3342.154,,,3342.154,bb,1.4,39.3,139.3,0
19,JR_080218_72,100,,1,19.86,2662.72,,,2662.72,bb,1.1,11,111,0
20,JR_080218_77,sblnk,,1,19.91,2985.646,,,2985.646,bb,1.2,24.5,124.5,0
21,JR_080218_78,20,Standard,1,19.86,3196.947,,,3196.947,bb,1.3,33.3,133.3,1804.732
22,JR_080218_79,20,Standard,1,19.86,2877.08,,,2877.08,bb,1.2,19.9,119.9,2451.47
23,JR_080218_80,50,Standard,1,19.89,2605.7,,,2605.7,bb,1.1,8.6,108.6,669.958
24,JR_080218_81,100,Standard,1,19.95,2171.916,,,2171.916,bb,0.9,-9.5,90.5,882.134
,,,,,,,,,,,,,,
Compound 95:  M 6:2 DiPAP,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Name,Sample Text,Type,Std. Conc,RT,Area,IS Area,,Response,Detection Flags,Conc.,%Dev,%Rec,S/N
1,JR_080218_06,20,Standard,1,25.04,2005.64,,,2005.64,bb,0.8,-17,83,69091.551
2,JR_080218_07,50,Standard,1,25.03,2458.625,,,2458.625,bb,1,1.8,101.8,0
3,JR_080218_08,100,Standard,1,25.04,2113.074,,,2113.074,bb,0.9,-12.5,87.5,11.282
4,JR_080218_09,250,Standard,1,25,2074.303,,,2074.303,bb,0.9,-14.1,85.9,3405.533
5,JR_080218_10,500,Standard,1,25.07,1960.873,,,1960.873,bb,0.8,-18.8,81.2,0
6,JR_080218_11,be,Recovery,1,25.1,2498.133,,,2498.133,bb,1,3.4,103.4,0
7,JR_080218_12,2000,Standard,1,25.06,2000.673,,,2000.673,bb,0.8,-17.2,82.8,0
8,JR_080218_13,10000,Standard,1,25.04,2415.076,,,2415.076,bb,1,0,100,375.093
9,JR_080218_62,NG pblnk,,1,25.02,1220.804,,,1220.804,bb,0.5,-49.5,50.5,39.646
10,JR_080218_63,NG tris n=1,,1,24.96,837.424,,,837.424,bb,0.3,-65.3,34.7,108.092
